Instance ID,REGION-CENTROID-COL,REGION-CENTROID-ROW,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,Actual Class
19,0.545816733,0.439330544,0,0,0.023965141,0.000265014,0.009937889,0.000149609,0.045184614,0.055194803,0.054491898,0.025720966,0.952674898,0.168341708,0.421610144,0.055228281,0.5591711,0.248315377,1
20,0.908366534,0.472803347,0,0,0.034858392,0.000129275,0.019875775,0.000245786,0.041053449,0.051948051,0.047128129,0.024162119,0.96090535,0.150753769,0.442796592,0.050073636,0.5458554,0.27674586,1
21,0.083665339,0.439330544,0,0,0.015250539,0.000187449,0.007453414,9.61773E-05,0.039246063,0.049512986,0.046391752,0.02182385,0.956790122,0.155778892,0.438559312,0.048600884,0.57539684,0.265262823,1
22,0.478087649,0.205020921,0,0,0.089324627,0.004065696,0.064596272,0.002073154,0.186418797,0.180194799,0.2334315,0.142634451,0.777777768,0.396984923,0.216101705,0.2334315,0.4223002,0.139891394,1
23,0.12749004,0.577405858,0,0,0.021786494,0.000439534,0.016149068,0.000109535,0.037955077,0.030032466,0.05743741,0.024941543,0.818930035,0.218592966,0.474576259,0.05743741,0.5783389,0.101048839,1
24,0.314741036,0.351464435,0,0,0.047930286,0.00175814,0.021118001,0.000398067,0.149238325,0.155844159,0.17673048,0.113795793,0.888888886,0.28768844,0.286016946,0.17673048,0.39043593,0.178584928,1
25,0.378486056,0.305439331,0,0,0.058823545,0.002229992,0.036024833,0.001648373,0.166279376,0.172077917,0.198821795,0.126266559,0.876543206,0.317839197,0.247881353,0.198821795,0.39879107,0.172739784,1
26,0.573705179,0.380753138,0,0,0.034858379,0.001060056,0.058385087,0.001071308,0.160857221,0.161525965,0.197349049,0.121590024,0.839506169,0.336683399,0.254237298,0.197349049,0.41776258,0.156695434,1
27,0.067729084,0.531380753,0,0,0.034858386,0.000982489,0.018633537,0.000216399,0.040020659,0.053571429,0.043446242,0.023382696,0.981481481,0.136934673,0.444915237,0.048600884,0.5438712,0.309280844,1
28,0.545816733,0.510460251,0,0,0.026143792,0.000775649,0.026086953,0.000152281,0.044926417,0.056818181,0.052282769,0.025720966,0.967078189,0.158291458,0.423728805,0.054491898,0.5582011,0.269333372,1
29,0.478087649,0.426778243,0,0,0.067538118,0.002669529,0.065838495,0.001103367,0.141234195,0.146103895,0.168630341,0.1075604,0.878600819,0.285175869,0.30084744,0.168630341,0.39658895,0.175196825,1
30,0.374501992,0.192468619,0,0,0.0718954,0.00595311,0.047204957,0.001239617,0.183320434,0.180194799,0.228276893,0.138737339,0.802469127,0.385678391,0.20974576,0.228276893,0.42569095,0.146766193,1
31,0.553784861,0.058577406,0,0,0.039215637,0.002559649,0.02484471,8.54902E-05,0.892331554,0.86038962,0.943299006,0.869056844,0.325102866,0.595477373,0.347457619,0.943299006,0.17250364,0.032691326,2
32,0.561752988,0.092050209,0,0,0.019607793,0.001088329,0.011180151,0.000252179,0.770978575,0.70698053,0.852724611,0.745908024,0.125514394,0.722361767,0.338983032,0.852724611,0.24777646,0.022782508,2
33,0.258964143,0.125523013,0,0,0.023965174,0.00057196,0.008695718,0.000236404,0.764781856,0.694805218,0.85419735,0.737334377,0.082304448,0.760050249,0.319915236,0.85419735,0.26204562,0.023389193,2
34,0.653386454,0.368200837,0,0,0.034858453,0.000827359,0.017391322,0.000341963,0.651174838,0.577110385,0.782032395,0.583787963,0.092592597,0.943467338,0,0.782032395,0.33041757,0.059896392,2
35,0.90438247,0.037656904,0,0,0.041394302,0.000856297,0.018633538,0.000542998,0.871417533,0.832792201,0.931516959,0.84489472,0.281892975,0.636934674,0.322033878,0.931516959,0.18889166,0.033904436,2
36,0.490039841,0.075313808,0,0,0.039215737,0.001241033,0.023602435,0.000654546,0.895429896,0.870941535,0.946980855,0.864380316,0.380658424,0.599246203,0.283898285,0.946980855,0.16561614,0.048151971,2
37,0.61752988,0.087866109,0,0,0.030500924,0.000284407,0.058385054,0.000750715,0.950167884,0.94805203,0.969808579,0.931410813,0.530864189,0.449748722,0.381355928,0.969808579,0.113055356,0.046367832,2
38,0.079681275,0.330543933,0,0,0.026143841,7.75644E-05,0.017391322,0.000406082,0.791118011,0.773538926,0.851988241,0.743569735,0.471193372,0.620602976,0.154660994,0.851988241,0.17969723,0.080271509,2
39,0.027888446,0.117154812,1,0,0.054466298,0.001971442,0.040993788,0.00050493,0.790343425,0.749188338,0.874815899,0.740452074,0.292181068,0.741206025,0.135593198,0.874815899,0.22295359,0.061675286,2
40,0.482071713,0,0,0,0.039215686,0.000542963,0.064596305,0.003644049,1,1,1,1,0.528806578,0.361809046,0.531779644,1,0.09277301,0.001724019,2
41,0.171314741,0.284518828,0,0,0.017429178,0.000600815,0.017391322,0.000291191,0.751097359,0.685876589,0.838733455,0.720966478,0.123456727,0.747487403,0.298728798,0.838733455,0.2580791,0.028352201,2
42,0.023904382,0.029288703,0,0,0.050108965,0.001273353,0.02111803,0.000269834,0.966434251,0.974026015,0.977908712,0.946999191,0.598765414,0.412060307,0.374999983,0.977908712,0.096352234,0.058625979,2
43,0.74501992,0.129707113,0,0,0.030501122,0.000949971,0.037267106,0.000912415,0.759359721,0.698863611,0.83652428,0.735775476,0.156378525,0.695979896,0.351694903,0.83652428,0.24193405,0.022343432,2
44,0.601593625,0.029288703,0,0,0.030501075,0.000794808,0.012422397,0.00019632,0.78156473,0.710227251,0.864506592,0.762275873,0.065843558,0.731155762,0.385593212,0.864506592,0.2546684,0.014079314,2
45,0.474103586,0.263598326,0,0,0.013071945,0.000155131,0.011180151,5.61035E-05,0.710043903,0.650974049,0.8166421,0.653936051,0.185185193,0.834170878,0.088983018,0.8166421,0.2767844,0.057524824,2
46,0.565737052,0.054393305,0,0,0.050108914,0.001583615,0.019875757,0.000822856,0.889749578,0.859577896,0.938880722,0.866718632,0.339506126,0.58542711,0.349576261,0.938880722,0.16939692,0.033673519,2
47,0.717131474,0.066945607,0,0,0.028322408,0.00080797,0.011180124,0.000184339,0.962561393,0.96834418,0.971281318,0.947778606,0.586419747,0.396984923,0.413135576,0.971281318,0.09626316,0.049374403,2
48,0.422310757,0.041841004,0,0,0.026143591,0.000901224,0.026086953,0.000294481,0.883811042,0.84577923,0.940353461,0.860483197,0.281892975,0.621859267,0.347457619,0.940353461,0.18402189,0.02975946,2
49,0.896414343,0.30125523,0,0,0.034858404,0.000904925,0.023602406,0.000366007,0.631809989,0.544642885,0.774668599,0.564302367,0,1,0,0.774668599,0.36206177,0.054096357,2
50,0.366533865,0.075313808,0,0,0.047930349,0.002145976,0.031055937,0.001135432,0.895688115,0.869318175,0.946244419,0.867498006,0.366255108,0.594221105,0.307203365,0.946244419,0.16648434,0.043216262,2
51,0.235059761,0.171548117,0,0,0.028322455,0.001040672,0.017391295,0.00053432,0.778208134,0.737824669,0.856406525,0.734216638,0.302469087,0.706030159,0.184322,0.856406525,0.21837935,0.055832496,2
52,0.709163347,0.376569038,0,0,0.017429327,0.000672233,0.013664558,0.000237774,0.940614499,0.923701259,0.975699603,0.919719371,0.421810666,0.526381911,0.364406755,0.975699603,0.14110672,0.037475938,2
53,0.442231076,0.079497908,0,0,0.021786559,0.000474984,0.027329202,0.000519417,0.789568839,0.736201309,0.862297483,0.763834711,0.199588471,0.680904523,0.332627107,0.862297483,0.22538376,0.026991459,2
54,0.406374502,0.221757322,0,0,0.026143792,0.001220261,0.029813606,0.000662856,0.758326917,0.70373378,0.83652428,0.727981287,0.201646083,0.701004994,0.296610156,0.83652428,0.2367968,0.032526255,2
55,0.689243028,0.163179916,0,0,0.039215737,0.001326562,0.02111803,0.000687123,0.749031751,0.691558416,0.833578801,0.714731049,0.183127563,0.731155762,0.264830508,0.833578801,0.2473368,0.035889376,2
56,0.314741036,0.121338912,0,0,0.023965125,0.001001982,0.016149076,0.000557012,0.771753196,0.702922056,0.85493372,0.749805094,0.088477356,0.729899493,0.364406755,0.85493372,0.2540513,0.017839145,2
57,0.262948207,0.251046025,0,0,0.065359475,0.001551303,0.033540342,0.000216398,0.878130655,0.84415587,0.933726068,0.851909529,0.31481481,0.615577901,0.324152539,0.933726068,0.17967218,0.03543301,2
58,0.362549801,0.188284519,0,0,0.017429127,5.17096E-05,0.018633538,0.000408754,0.878388873,0.846590874,0.932253329,0.851909529,0.331275681,0.606783906,0.322033878,0.932253329,0.17606053,0.037837677,2
59,0.262948207,0.087866109,0,0,0.03703702,0.001854884,0.039751569,0.000945606,0.879938044,0.840909112,0.942562637,0.851130156,0.27572016,0.652010035,0.302966082,0.942562637,0.19062504,0.036547193,2
60,0.494023904,0.146443515,1,0,0.023965076,0.001067399,0.048447232,0.000563889,0.86831919,0.823863646,0.934462438,0.840997608,0.238683121,0.667085397,0.315677952,0.934462438,0.20012376,0.032110105,2
61,0.398406375,0.460251046,1,0,0.026143792,0.001471692,0.033540371,0.00064068,0.023754197,0.008116884,0.039764359,0.02182385,0.765432088,0.197236178,0.565677949,0.039764359,0.8435185,0.002184166,3
62,0.079681275,0.464435146,0,0,0.017429194,0.000704519,0.009937888,0.000291191,0.003872967,0,0.008100147,0.003117693,0.862139914,0.131909548,0.57627117,0.008100147,0.5555556,0.016009916,3
63,0.175298805,0.326359833,0,0,0.030501086,0.000594665,0.017391302,0.000341963,0.016008264,0.000811688,0.042709869,0.00233827,0.771604935,0.250000003,0.470338965,0.042709869,0.9861111,0.075436357,3
64,0.067729084,0.317991632,0,0,0.061002176,0.003425175,0.042236018,0.00126013,0.020397626,0.008928571,0.037555227,0.013250194,0.798353904,0.202261302,0.523305067,0.037555227,0.86277056,0.055867968,3
65,0.203187251,0.380753138,0,0,0.028322442,0.000885533,0.018633538,0.000408753,0.020139427,0.00487013,0.041973491,0.011691348,0.76954732,0.226130647,0.512711848,0.041973491,0.89973545,0.049895616,3
66,0.211155378,0.334728033,0,0,0.056644875,0.002688919,0.018633538,0.00018434,0.022721405,0.004058442,0.053019145,0.008573655,0.742798346,0.270100496,0.466101682,0.053019145,0.94481075,0.063794458,3
67,0.314741036,0.317991632,0,0.5,0.956427098,1,1,1,0.47017814,0.42938313,0.523564061,0.452844912,0.41152261,0.501256286,0.41737286,0.523564061,0.30628127,0.02016781,3
68,0.553784861,0.472803347,0,0,0.039215686,0.00077565,0.024844721,0.000758731,0.017557449,0.001623377,0.040500735,0.008573655,0.765432088,0.231155778,0.508474562,0.040500735,0.97376543,0.048831378,3
69,0.270916335,0.535564854,0,0,0.11111109,0.003094712,0.047204968,0.001203817,0.12600052,0.116883116,0.149484531,0.109898674,0.777777768,0.261306535,0.444915237,0.158321067,0.38661182,0.153472049,3
70,0.03187251,0.288702929,0,0,0.115468408,0.023999894,0.372670769,0.051583058,0.164730191,0.12662338,0.209867446,0.153546379,0.543209838,0.381909528,0.48305083,0.209867446,0.5142537,0.018428279,3
71,0.019920319,0.292887029,0,0.5,0.161220039,0.01525445,0.12795032,0.020563233,0.087012658,0.056006492,0.125184101,0.076383475,0.625514378,0.326633146,0.491525409,0.125184101,0.6281558,0.026388518,3
72,0.290836653,0.493723849,0,0,0.008714597,5.171E-05,0.002484472,2.13727E-05,0.003614769,0,0.010309279,0,0.864197526,0.144472362,0.552966084,0.010309279,1,0.080905251,3
73,0.15936255,0.267782427,0,0.5,0.603485843,0.033396819,0.595031061,0.022875945,0.383423714,0.346590896,0.433726035,0.365549474,0.47325102,0.463567837,0.41737286,0.433726035,0.29780185,0.032283144,3
74,0.139442231,0.560669456,0,0,0.010893247,0.000342579,0.028571427,0.001488076,0.005938549,0.002435065,0.009572901,0.005455963,0.864197526,0.129396985,0.578389814,0.009572901,0.25185186,0,3
75,0.370517928,0.556485356,0,0,0.017429193,0.00020684,0.011180123,0.000120222,0.008004132,0,0.022827687,0,0.829218102,0.187185929,0.516949137,0.022827687,1,0.080905251,3
76,0.067729084,0.330543933,0,0,0.041394333,0.000652839,0.014906832,0.000160295,0.019623032,0.004058442,0.045655376,0.007014809,0.767489705,0.247487431,0.478813539,0.045655376,0.9261464,0.067945847,3
77,0.266932271,0.384937238,0,0,0.026143794,0.001008344,0.024844716,0.000694614,0.014975471,0.000811688,0.037555227,0.004676539,0.779835385,0.228643207,0.497881335,0.037555227,0.9876543,0.064027451,3
78,0.175298805,0.405857741,0,0.5,1,0.022330683,0.609937878,0.011491485,0.347276032,0.305194819,0.405007353,0.326578332,0.446502056,0.492462314,0.396186422,0.405007353,0.35897508,0.031590579,3
79,0.231075697,0.368200837,0,0,0.030501092,0.001447879,0.022360246,0.000256473,0.014200879,0.000811688,0.036818849,0.003117693,0.786008224,0.228643207,0.491525409,0.036818849,0.9861111,0.070647834,3
80,0.262948207,0.523012552,0,0,0.263616588,0.006471854,0.059627326,0.00230625,0.108184869,0.065746753,0.167893965,0.085736551,0.530864189,0.442211053,0.39406778,0.167893965,0.66081303,0.041409253,3
81,0.896414343,0.414225941,0,0,0.013071896,0.00015513,0.011180123,0.000152281,0.0116189,0.000811688,0.029455082,0.003117693,0.806584358,0.203517582,0.512711848,0.029455082,0.9777778,0.069491267,3
82,0.916334661,0.472803347,0,0,0.135076263,0.026113541,0.040993788,0.004640554,0.020914021,0.010551948,0.039027983,0.011691348,0.806584358,0.207286434,0.506355916,0.039027983,0.895369,0.076357004,3
83,0.406374502,0.476987448,0,0,0.037037039,0.001444615,0.018633541,0.000498593,0.012393494,0.003246753,0.025773195,0.007014809,0.818930035,0.180904523,0.538135578,0.025773195,0.9238095,0.054372698,3
84,0,0.292887029,0,0,0.477124196,0.466766528,0.206211162,0.148134339,0.14872193,0.102272726,0.202503677,0.136399064,0.485596687,0.422110537,0.474576259,0.202503677,0.5952822,0.01715036,3
85,0.912350598,0.472803347,0,0,0.010893247,0.000187449,0.00621118,0.000109535,0.00464756,0,0.013254786,0,0.855967073,0.154522612,0.544491509,0.013254786,1,0.080905251,3
86,0.227091633,0.410041841,0,0,0.034858388,0.000439534,0.063354033,0.00121023,0.029950941,0.010551948,0.055964657,0.021044426,0.734567902,0.250000003,0.508474562,0.055964657,0.8644824,0.045805866,3
87,0.231075697,0.456066946,0,0,0.084967322,0.003466101,0.032298127,0.001348769,0.13297186,0.077110385,0.219440344,0.095089627,0.419753073,0.58542711,0.26694915,0.219440344,0.6812664,0.055540422,3
88,0.553784861,0.476987448,0,0,0.026143787,0.000387825,0.059627326,0.002725022,0.027368966,0.011363637,0.051546391,0.01714731,0.761316866,0.239949739,0.497881335,0.051546391,0.85319865,0.054988148,3
89,0.501992032,0.552301255,0,0,0.058823529,0.000213304,0.019875774,0.000438141,0.029176349,0.006493507,0.06259205,0.015588465,0.70987653,0.28768844,0.470338965,0.06259205,0.915376,0.050693836,3
90,0.087649402,0.493723849,0,0,0.019607843,0.000135739,0.008695651,0.000109535,0.003614769,0,0.010309279,0,0.864197526,0.144472362,0.552966084,0.010309279,0.7777778,0.080905251,3
91,0.756972112,0.451882845,0,0,0.043572969,0.002258062,0.021118044,0.000557012,0.27782082,0.264610371,0.319587612,0.246297724,0.691358011,0.39321606,0.311440668,0.319587612,0.27171725,0.097287266,4
92,0.868525896,0.288702929,0,0,0.05010889,0.000575273,0.014906832,0.00067324,0.276788037,0.265422095,0.319587612,0.242400626,0.705761308,0.398241192,0.288135569,0.319587612,0.28296396,0.105321802,4
93,0.537848606,0.142259414,0,0,0.047930275,0.002695315,0.045962724,0.001100975,0.369997429,0.351461028,0.422680424,0.332034275,0.617283934,0.472361787,0.254237298,0.422680424,0.25936732,0.089891791,4
94,0.258964143,0.623430962,0,0,0.117647086,0.007058416,0.062111802,0.000309904,0.159308036,0.133116873,0.20913107,0.13172253,0.635802453,0.404522593,0.349576261,0.20913107,0.4260139,0.072689614,4
95,0.752988048,0.393305439,0,0,0.07407409,0.004007527,0.048447187,0.001210232,0.318874262,0.301136345,0.37334314,0.278254093,0.641975305,0.468592969,0.235169502,0.37334314,0.29599184,0.099125335,4
96,0.143426295,0.280334728,0,0,0.03921571,0.000310259,0.057142875,0.002073153,0.305447991,0.300324665,0.343888076,0.269680418,0.742798346,0.383165808,0.275423736,0.343888076,0.25891644,0.119513016,4
97,0.784860558,0.485355649,0,0,0.095860565,0.007653079,0.191304324,0.042948493,0.284017561,0.2775974,0.319587612,0.252533118,0.740740735,0.363065326,0.311440668,0.319587612,0.24899939,0.115384774,4
98,0.756972112,0.376569038,0,0,0.04357302,0.001360154,0.024844723,0.000855743,0.313968509,0.284902595,0.378497781,0.273577544,0.557613172,0.518844185,0.237288144,0.378497781,0.32273299,0.080922394,4
99,0.964143426,0.456066946,0,0,0.174291949,0.007608685,0.034782587,0.001322802,0.333591542,0.327110403,0.37334314,0.297739653,0.722222216,0.396984923,0.273305095,0.37334314,0.2453213,0.114942381,4
100,0.912350598,0.443514644,0,0,0.128540337,0.001621228,0.032298109,0.000620822,0.272140468,0.245129879,0.32989692,0.236944669,0.58847734,0.473618055,0.281779643,0.32989692,0.33502588,0.078711059,4
101,0.597609562,0.326359833,0,0,0.328976039,0.007988387,0.016149063,0.000281089,0.221017301,0.199675328,0.27172312,0.187841,0.65020575,0.42462312,0.30084744,0.27172312,0.35127252,0.089773812,4
102,0.697211155,0.372384937,0,0,0.07625271,0.001350924,0.03229814,0.0004702,0.38600569,0.367694792,0.443298973,0.342946217,0.613168711,0.500000006,0.211864383,0.443298973,0.26862052,0.097252017,4
103,0.466135458,0.481171548,0,0,0.026143792,0.000698084,0.040993792,0.001530821,0.143299768,0.117694796,0.189985267,0.118472335,0.646090528,0.384422111,0.372881341,0.189985267,0.437078,0.068968461,4
104,0.163346614,0.192468619,0,0,0.054466298,0.001702677,0.022360219,0.000263392,0.458042884,0.434253233,0.52650954,0.408417743,0.545267449,0.575376846,0.154660994,0.52650954,0.26677614,0.092709144,4
105,0.860557769,0.573221757,0,0,0.080610024,0.004453525,0.023602477,0.000366008,0.202685263,0.156655847,0.275405015,0.16991425,0.469135761,0.532663289,0.305084743,0.275405015,0.4837708,0.054296751,4
106,0.051792829,0.564853556,1,0,0.034858392,0.000827359,0.024844721,0.000534318,0.073844563,0.058441558,0.103829162,0.0568979,0.748971186,0.281407028,0.440677946,0.103829162,0.48786426,0.078215125,4
107,0.083665339,0.317991632,0,0,0.074074114,0.002197295,0.026086953,0.000449829,0.446423995,0.407467545,0.532400603,0.392829294,0.434156333,0.662060299,0.122881365,0.532400603,0.30969977,0.078926371,4
108,0.513944223,0.087866109,0,0,0.043572992,0.001827308,0.018633553,0.000603506,0.414665636,0.396103877,0.469808546,0.374123128,0.600823026,0.49623112,0.23093218,0.469808546,0.24900064,0.090537265,4
109,0.641434263,0.619246862,0,0,0.084967322,0.001675968,0.04968944,0.001049904,0.182029432,0.184253236,0.195876284,0.165237715,0.843621393,0.226130647,0.436440666,0.195876284,0.20284556,0.134991137,4
110,0.593625498,0.615062762,0,0,0.084967333,0.002850513,0.031055901,0.000301889,0.058869099,0.051136363,0.081001471,0.042868275,0.812757192,0.237437179,0.449152527,0.081001471,0.50308645,0.108879646,4
111,0.645418327,0.238493724,0,0,0.071895451,0.003858855,0.034782614,0.000694613,0.395817224,0.379870127,0.452135475,0.351519857,0.627572008,0.497487412,0.201271174,0.452135475,0.26505277,0.101307369,4
112,0.741035857,0.288702929,0,0,0.052287557,0.00124104,0.029813664,0.000512944,0.28246839,0.27597404,0.31590575,0.253312533,0.740740735,0.351758794,0.330508465,0.31590575,0.24472968,0.10901877,4
113,0.553784861,0.259414226,0,0,0.067538094,0.001444616,0.017391295,0.000723995,0.322747225,0.333603903,0.338733422,0.295401386,0.858024688,0.272613067,0.343220335,0.338733422,0.1761556,0.157409219,4
114,0.93625498,0.443514644,0,0,0.030501122,0.000704519,0.028571432,0.000535852,0.319907066,0.288961047,0.387334303,0.278254093,0.541152245,0.535175883,0.226694915,0.387334303,0.33047688,0.079962866,4
115,0.442231076,0.330543933,0,0,0.289760392,0.012121465,0.028571416,0.000634636,0.45442814,0.42126624,0.528718715,0.407638327,0.475308631,0.604271368,0.177966113,0.528718715,0.27834544,0.07823325,4
116,0.780876494,0.460251046,0,0,0.849673176,0.030301761,0.021118009,0.000652602,0.286083148,0.273538948,0.327687764,0.254091948,0.693415622,0.39447234,0.307203365,0.327687764,0.28057775,0.099226467,4
117,0.557768924,0.025104603,1,1,0.145969514,0.007764975,0.111801235,0.001672766,0.310870146,0.294642874,0.357879232,0.276695227,0.656378584,0.428391937,0.288135569,0.357879232,0.26818594,0.092830496,4
118,0.310756972,0.071129707,0,0,0.167755961,0.006565305,0.018633538,0.000474837,0.435063262,0.390422064,0.524300464,0.383476225,0.395061683,0.675879369,0.13983052,0.524300464,0.32455578,0.07161813,4
119,0.669322709,0.380753138,0,0,0.039215686,0.000620518,0.019875784,0.000213727,0.405886906,0.390422064,0.461708413,0.361652376,0.627572008,0.497487412,0.201271174,0.461708413,0.25975996,0.1010708,4
120,0.824701195,0.225941423,0,0,0.054466173,0.002158443,0.591304324,0.018420933,0.395300822,0.384740266,0.427098642,0.371784868,0.668724269,0.371859276,0.370762699,0.427098642,0.19713038,0.103808574,4
121,0.749003984,0.556485356,0,0,0,0,0,0,0,0,0,0,0.893004112,0.109296483,0.582627102,0,0,0.469052291,5
122,0.749003984,0.543933054,0,0,0,0,0,0,0,0,0,0,0.893004112,0.109296483,0.582627102,0,0,0.469052291,5
123,0.832669323,0.594142259,0,0,0,0,0,0,0,0,0,0,0.893004112,0.109296483,0.582627102,0,0,0.469052291,5
124,0.22310757,0.326359833,0,0,0.067538125,0.00228043,0.137888186,0.00339272,0.118512784,0.094967532,0.162739318,0.094310211,0.67078188,0.365577875,0.379237267,0.162739318,0.47748852,0.074353735,5
125,0.964143426,0.347280335,0,0,0.026143788,0.000542955,0.004968944,2.13727E-05,0.008262329,0.001623377,0.021354934,0.000779423,0.839506169,0.178391957,0.521186423,0.021354934,0.9777778,0.085196228,5
126,0.908366534,0.389121339,0,0,0.019607837,0.000955891,0.063354033,0.001472408,0.137877627,0.119318186,0.173048592,0.118472335,0.701646085,0.324120597,0.41737286,0.173048592,0.37553233,0.070482041,5
127,0.896414343,0.50209205,0,0,0,0,0,0,0,0,0,0,0.893004112,0.109296483,0.582627102,0,0,0.469052291,5
128,0.77689243,0.351464435,0,0,0.067538118,0.001961298,0.029813666,0.000912417,0.053188744,0.049512986,0.071428572,0.037412315,0.845679006,0.216080406,0.451271169,0.071428572,0.51256585,0.144868264,5
129,0.167330677,0.589958159,0,0,0.076252725,0.002979789,0.02732919,0.000598436,0.01058611,0.007305195,0.019145802,0.004676539,0.864197526,0.155778892,0.533898288,0.019145802,0.64867723,0.110771793,5
130,0.211155378,0.510460251,0,0,0.061002184,0.001758139,0.011180125,0.000248458,0.037438679,0.026785714,0.059646539,0.024162119,0.798353904,0.232412059,0.472457613,0.059646539,0.6304714,0.089503458,5
131,0.621513944,0.309623431,0,0,0.047930286,0.002166271,0.004968946,0.000124164,0.13193907,0.106331164,0.178203246,0.1075604,0.65020575,0.37939699,0.377118625,0.178203246,0.45902446,0.068577829,5
132,0.378486056,0.347280335,0,0,0.028322455,0.000497709,0.009937892,0.000309905,0.140975983,0.116883116,0.190721656,0.111457519,0.658436195,0.399497472,0.334745749,0.190721656,0.45154575,0.082666261,5
